device_id,device_type,timestamp,src_ip,dst_ip,protocol,dst_port,bytes_out,packets_out,duration,direction,label
CCTV_01,CCTV,2024-01-15 05:19:00,192.168.1.10,192.168.1.100,RTSP,554,80650,80,60,outbound,normal
Access_01,AccessController,2024-01-15 05:20:00,192.168.1.20,192.168.1.50,HTTPS,443,2103,6,2,outbound,normal
Router_01,Router,2024-01-15 05:20:00,192.168.1.1,8.8.8.8,DNS,53,8660,10,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:20:00,192.168.1.10,192.168.1.100,RTSP,554,94963,125,60,outbound,normal
Router_01,Router,2024-01-15 05:21:00,192.168.1.1,8.8.4.4,DNS,53,7268,17,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:21:00,192.168.1.10,192.168.1.100,RTSP,554,96106,77,60,outbound,normal
Router_01,Router,2024-01-15 05:22:00,192.168.1.1,8.8.8.8,DNS,53,9042,21,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:22:00,192.168.1.10,192.168.1.100,RTSP,554,96313,95,60,outbound,normal
CCTV_01,CCTV,2024-01-15 05:23:00,192.168.1.10,192.168.1.100,RTSP,554,59546,99,60,outbound,normal
Router_01,Router,2024-01-15 05:23:00,192.168.1.1,8.8.8.8,DNS,53,7835,16,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:24:00,192.168.1.10,192.168.1.100,RTSP,554,96535,110,60,outbound,normal
Router_01,Router,2024-01-15 05:24:00,192.168.1.1,8.8.4.4,DNS,53,7124,15,1,outbound,normal
Access_01,AccessController,2024-01-15 05:25:00,192.168.1.20,192.168.1.50,HTTPS,443,2745,4,2,outbound,normal
CCTV_01,CCTV,2024-01-15 05:25:00,192.168.1.10,192.168.1.100,RTSP,554,127734,116,60,outbound,normal
Router_01,Router,2024-01-15 05:25:00,192.168.1.1,8.8.4.4,DNS,53,8878,14,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:26:00,192.168.1.10,192.168.1.100,RTSP,554,95966,83,60,outbound,normal
Router_01,Router,2024-01-15 05:26:00,192.168.1.1,8.8.8.8,DNS,53,4392,16,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:27:00,192.168.1.10,192.168.1.100,RTSP,554,138600,100,60,outbound,normal
Router_01,Router,2024-01-15 05:27:00,192.168.1.1,8.8.4.4,DNS,53,8729,11,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:28:00,192.168.1.10,192.168.1.100,RTSP,554,100208,99,60,outbound,normal
Router_01,Router,2024-01-15 05:28:00,192.168.1.1,8.8.8.8,DNS,53,5431,22,1,outbound,normal
Router_01,Router,2024-01-15 05:29:00,192.168.1.1,8.8.8.8,DNS,53,8982,13,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:29:00,192.168.1.10,192.168.1.100,RTSP,554,102971,97,60,outbound,normal
Router_01,Router,2024-01-15 05:30:00,192.168.1.1,8.8.4.4,DNS,53,5725,10,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:30:00,192.168.1.10,192.168.1.100,RTSP,554,91395,91,60,outbound,normal
Access_01,AccessController,2024-01-15 05:30:00,192.168.1.20,192.168.1.50,HTTPS,443,2133,8,2,outbound,normal
CCTV_01,CCTV,2024-01-15 05:31:00,192.168.1.10,192.168.1.100,RTSP,554,99508,91,60,outbound,normal
Router_01,Router,2024-01-15 05:31:00,192.168.1.1,8.8.8.8,DNS,53,10605,15,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:32:00,192.168.1.10,192.168.1.100,RTSP,554,89307,101,60,outbound,normal
Router_01,Router,2024-01-15 05:32:00,192.168.1.1,8.8.4.4,DNS,53,6898,17,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:33:00,192.168.1.10,192.168.1.100,RTSP,554,96175,122,60,outbound,normal
Router_01,Router,2024-01-15 05:33:00,192.168.1.1,8.8.8.8,DNS,53,6371,22,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:34:00,192.168.1.10,192.168.1.100,RTSP,554,60235,116,60,outbound,normal
Router_01,Router,2024-01-15 05:34:00,192.168.1.1,8.8.8.8,DNS,53,10705,12,1,outbound,normal
Router_01,Router,2024-01-15 05:35:00,192.168.1.1,8.8.4.4,DNS,53,6742,1,1,outbound,normal
Access_01,AccessController,2024-01-15 05:35:00,192.168.1.20,192.168.1.50,HTTPS,443,937,3,2,outbound,normal
CCTV_01,CCTV,2024-01-15 05:35:00,192.168.1.10,192.168.1.100,RTSP,554,118691,68,60,outbound,normal
CCTV_01,CCTV,2024-01-15 05:36:00,192.168.1.10,192.168.1.100,RTSP,554,94859,94,60,outbound,normal
Router_01,Router,2024-01-15 05:36:00,192.168.1.1,8.8.4.4,DNS,53,5036,8,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:37:00,192.168.1.10,192.168.1.100,RTSP,554,78887,88,60,outbound,normal
Router_01,Router,2024-01-15 05:37:00,192.168.1.1,8.8.4.4,DNS,53,8270,13,1,outbound,normal
Router_01,Router,2024-01-15 05:38:00,192.168.1.1,8.8.8.8,DNS,53,5309,13,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:38:00,192.168.1.10,192.168.1.100,RTSP,554,83341,126,60,outbound,normal
Router_01,Router,2024-01-15 05:39:00,192.168.1.1,8.8.8.8,DNS,53,9010,17,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:39:00,192.168.1.10,192.168.1.100,RTSP,554,114035,119,60,outbound,normal
Access_01,AccessController,2024-01-15 05:40:00,192.168.1.20,192.168.1.50,HTTPS,443,2732,7,2,outbound,normal
CCTV_01,CCTV,2024-01-15 05:40:00,192.168.1.10,192.168.1.100,RTSP,554,110825,83,60,outbound,normal
Router_01,Router,2024-01-15 05:40:00,192.168.1.1,8.8.8.8,DNS,53,4200,14,1,outbound,normal
Router_01,Router,2024-01-15 05:41:00,192.168.1.1,8.8.8.8,DNS,53,5233,19,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:41:00,192.168.1.10,192.168.1.100,RTSP,554,92132,107,60,outbound,normal
Router_01,Router,2024-01-15 05:42:00,192.168.1.1,8.8.4.4,DNS,53,9568,10,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:42:00,192.168.1.10,192.168.1.100,RTSP,554,81668,110,60,outbound,normal
Router_01,Router,2024-01-15 05:43:00,192.168.1.1,8.8.4.4,DNS,53,6467,12,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:43:00,192.168.1.10,192.168.1.100,RTSP,554,96395,94,60,outbound,normal
Router_01,Router,2024-01-15 05:44:00,192.168.1.1,8.8.4.4,DNS,53,3494,16,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:44:00,192.168.1.10,192.168.1.100,RTSP,554,110664,106,60,outbound,normal
CCTV_01,CCTV,2024-01-15 05:45:00,192.168.1.10,192.168.1.100,RTSP,554,94585,117,60,outbound,normal
Router_01,Router,2024-01-15 05:45:00,192.168.1.1,8.8.8.8,DNS,53,7454,19,1,outbound,normal
Access_01,AccessController,2024-01-15 05:45:00,192.168.1.20,192.168.1.50,HTTPS,443,2261,4,2,outbound,normal
Router_01,Router,2024-01-15 05:46:00,192.168.1.1,8.8.4.4,DNS,53,5803,11,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:46:00,192.168.1.10,192.168.1.100,RTSP,554,83784,109,60,outbound,normal
CCTV_01,CCTV,2024-01-15 05:47:00,192.168.1.10,192.168.1.100,RTSP,554,108896,95,60,outbound,normal
Router_01,Router,2024-01-15 05:47:00,192.168.1.1,8.8.4.4,DNS,53,4986,9,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:48:00,192.168.1.10,192.168.1.100,RTSP,554,104891,81,60,outbound,normal
Router_01,Router,2024-01-15 05:48:00,192.168.1.1,8.8.4.4,DNS,53,5636,19,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:49:00,192.168.1.10,192.168.1.100,RTSP,554,113860,97,60,outbound,normal
Router_01,Router,2024-01-15 05:49:00,192.168.1.1,8.8.4.4,DNS,53,6603,15,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:50:00,192.168.1.10,192.168.1.100,RTSP,554,92159,115,60,outbound,normal
Access_01,AccessController,2024-01-15 05:50:00,192.168.1.20,192.168.1.50,HTTPS,443,1559,3,2,outbound,normal
Router_01,Router,2024-01-15 05:50:00,192.168.1.1,8.8.8.8,DNS,53,7238,8,1,outbound,normal
Router_01,Router,2024-01-15 05:51:00,192.168.1.1,8.8.8.8,DNS,53,7663,17,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:51:00,192.168.1.10,192.168.1.100,RTSP,554,89434,78,60,outbound,normal
CCTV_01,CCTV,2024-01-15 05:52:00,192.168.1.10,192.168.1.100,RTSP,554,76650,109,60,outbound,normal
Router_01,Router,2024-01-15 05:52:00,192.168.1.1,8.8.4.4,DNS,53,5584,19,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:53:00,192.168.1.10,192.168.1.100,RTSP,554,80793,126,60,outbound,normal
Router_01,Router,2024-01-15 05:53:00,192.168.1.1,8.8.8.8,DNS,53,6300,12,1,outbound,normal
Router_01,Router,2024-01-15 05:54:00,192.168.1.1,8.8.4.4,DNS,53,9061,11,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:54:00,192.168.1.10,192.168.1.100,RTSP,554,68771,125,60,outbound,normal
CCTV_01,CCTV,2024-01-15 05:55:00,192.168.1.10,192.168.1.100,RTSP,554,103165,98,60,outbound,normal
Router_01,Router,2024-01-15 05:55:00,192.168.1.1,8.8.8.8,DNS,53,8075,13,1,outbound,normal
Access_01,AccessController,2024-01-15 05:55:00,192.168.1.20,192.168.1.50,HTTPS,443,2774,3,2,outbound,normal
Router_01,Router,2024-01-15 05:56:00,192.168.1.1,8.8.8.8,DNS,53,8258,3,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:56:00,192.168.1.10,192.168.1.100,RTSP,554,91826,105,60,outbound,normal
CCTV_01,CCTV,2024-01-15 05:57:00,192.168.1.10,192.168.1.100,RTSP,554,99435,116,60,outbound,normal
Router_01,Router,2024-01-15 05:57:00,192.168.1.1,8.8.4.4,DNS,53,4340,18,1,outbound,normal
Router_01,Router,2024-01-15 05:58:00,192.168.1.1,8.8.4.4,DNS,53,10074,10,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:58:00,192.168.1.10,192.168.1.100,RTSP,554,101713,102,60,outbound,normal
Router_01,Router,2024-01-15 05:59:00,192.168.1.1,8.8.4.4,DNS,53,7511,16,1,outbound,normal
CCTV_01,CCTV,2024-01-15 05:59:00,192.168.1.10,192.168.1.100,RTSP,554,94545,99,60,outbound,normal
CCTV_01,CCTV,2024-01-15 06:00:00,192.168.1.10,192.168.1.100,RTSP,554,176156,135,60,outbound,normal
Router_01,Router,2024-01-15 06:00:00,192.168.1.1,8.8.4.4,DNS,53,9386,4,1,outbound,normal
Access_01,AccessController,2024-01-15 06:00:00,192.168.1.20,192.168.1.50,HTTPS,443,2050,3,2,outbound,normal
Router_01,Router,2024-01-15 06:01:00,192.168.1.1,8.8.8.8,DNS,53,6227,13,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:01:00,192.168.1.10,192.168.1.100,RTSP,554,143036,184,60,outbound,normal
Router_01,Router,2024-01-15 06:02:00,192.168.1.1,8.8.4.4,DNS,53,9406,27,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:02:00,192.168.1.10,192.168.1.100,RTSP,554,173417,166,60,outbound,normal
Router_01,Router,2024-01-15 06:03:00,192.168.1.1,8.8.8.8,DNS,53,7543,7,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:03:00,192.168.1.10,192.168.1.100,RTSP,554,170368,176,60,outbound,normal
Router_01,Router,2024-01-15 06:04:00,192.168.1.1,8.8.4.4,DNS,53,8804,21,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:04:00,192.168.1.10,192.168.1.100,RTSP,554,159204,154,60,outbound,normal
Router_01,Router,2024-01-15 06:05:00,192.168.1.1,8.8.8.8,DNS,53,8216,10,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:05:00,192.168.1.10,192.168.1.100,RTSP,554,173916,150,60,outbound,normal
Access_01,AccessController,2024-01-15 06:05:00,192.168.1.20,192.168.1.50,HTTPS,443,2421,3,2,outbound,normal
Router_01,Router,2024-01-15 06:06:00,192.168.1.1,8.8.4.4,DNS,53,9915,18,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:06:00,192.168.1.10,192.168.1.100,RTSP,554,178165,135,60,outbound,normal
Router_01,Router,2024-01-15 06:07:00,192.168.1.1,8.8.8.8,DNS,53,5947,16,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:07:00,192.168.1.10,192.168.1.100,RTSP,554,190583,179,60,outbound,normal
Router_01,Router,2024-01-15 06:08:00,192.168.1.1,8.8.8.8,DNS,53,9994,20,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:08:00,192.168.1.10,192.168.1.100,RTSP,554,175120,189,60,outbound,normal
CCTV_01,CCTV,2024-01-15 06:09:00,192.168.1.10,192.168.1.100,RTSP,554,203309,190,60,outbound,normal
Router_01,Router,2024-01-15 06:09:00,192.168.1.1,8.8.4.4,DNS,53,7867,13,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:10:00,192.168.1.10,192.168.1.100,RTSP,554,133182,144,60,outbound,normal
Access_01,AccessController,2024-01-15 06:10:00,192.168.1.20,192.168.1.50,HTTPS,443,1951,1,2,outbound,normal
Router_01,Router,2024-01-15 06:10:00,192.168.1.1,8.8.4.4,DNS,53,10454,8,1,outbound,normal
Router_01,Router,2024-01-15 06:11:00,192.168.1.1,8.8.8.8,DNS,53,8877,8,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:11:00,192.168.1.10,192.168.1.100,RTSP,554,157503,170,60,outbound,normal
CCTV_01,CCTV,2024-01-15 06:12:00,192.168.1.10,192.168.1.100,RTSP,554,180353,155,60,outbound,normal
Router_01,Router,2024-01-15 06:12:00,192.168.1.1,8.8.4.4,DNS,53,10130,13,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:13:00,192.168.1.10,192.168.1.100,RTSP,554,173735,154,60,outbound,normal
Router_01,Router,2024-01-15 06:13:00,192.168.1.1,8.8.4.4,DNS,53,10537,17,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:14:00,192.168.1.10,192.168.1.100,RTSP,554,157769,141,60,outbound,normal
Router_01,Router,2024-01-15 06:14:00,192.168.1.1,8.8.8.8,DNS,53,5553,22,1,outbound,normal
Router_01,Router,2024-01-15 06:15:00,192.168.1.1,8.8.4.4,DNS,53,11102,19,1,outbound,normal
Access_01,AccessController,2024-01-15 06:15:00,192.168.1.20,192.168.1.50,HTTPS,443,1193,5,2,outbound,normal
CCTV_01,CCTV,2024-01-15 06:15:00,192.168.1.10,192.168.1.100,RTSP,554,151535,142,60,outbound,normal
Router_01,Router,2024-01-15 06:16:00,192.168.1.1,8.8.4.4,DNS,53,6476,13,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:16:00,192.168.1.10,192.168.1.100,RTSP,554,150482,191,60,outbound,normal
Router_01,Router,2024-01-15 06:17:00,192.168.1.1,8.8.4.4,DNS,53,8290,11,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:17:00,192.168.1.10,192.168.1.100,RTSP,554,151012,222,60,outbound,normal
CCTV_01,CCTV,2024-01-15 06:18:00,192.168.1.10,192.168.1.100,RTSP,554,179866,173,60,outbound,normal
Router_01,Router,2024-01-15 06:18:00,192.168.1.1,8.8.4.4,DNS,53,11384,15,1,outbound,normal
Router_01,Router,2024-01-15 06:19:00,192.168.1.1,8.8.4.4,DNS,53,2593,16,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:19:00,192.168.1.10,192.168.1.100,RTSP,554,152832,184,60,outbound,normal
Access_01,AccessController,2024-01-15 06:20:00,192.168.1.20,192.168.1.50,HTTPS,443,1337,9,2,outbound,normal
CCTV_01,CCTV,2024-01-15 06:20:00,192.168.1.10,192.168.1.100,RTSP,554,158487,172,60,outbound,normal
Router_01,Router,2024-01-15 06:20:00,192.168.1.1,8.8.4.4,DNS,53,7303,14,1,outbound,normal
Router_01,Router,2024-01-15 06:21:00,192.168.1.1,8.8.8.8,DNS,53,7262,19,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:21:00,192.168.1.10,192.168.1.100,RTSP,554,221201,168,60,outbound,normal
CCTV_01,CCTV,2024-01-15 06:22:00,192.168.1.10,192.168.1.100,RTSP,554,192985,155,60,outbound,normal
Router_01,Router,2024-01-15 06:22:00,192.168.1.1,8.8.8.8,DNS,53,10239,16,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:23:00,192.168.1.10,192.168.1.100,RTSP,554,169300,205,60,outbound,normal
Router_01,Router,2024-01-15 06:23:00,192.168.1.1,8.8.4.4,DNS,53,7321,14,1,outbound,normal
Router_01,Router,2024-01-15 06:24:00,192.168.1.1,8.8.4.4,DNS,53,8039,10,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:24:00,192.168.1.10,192.168.1.100,RTSP,554,157460,206,60,outbound,normal
Router_01,Router,2024-01-15 06:25:00,192.168.1.1,8.8.8.8,DNS,53,9157,17,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:25:00,192.168.1.10,192.168.1.100,RTSP,554,184155,158,60,outbound,normal
Access_01,AccessController,2024-01-15 06:25:00,192.168.1.20,192.168.1.50,HTTPS,443,969,3,2,outbound,normal
CCTV_01,CCTV,2024-01-15 06:26:00,192.168.1.10,192.168.1.100,RTSP,554,182648,189,60,outbound,normal
Router_01,Router,2024-01-15 06:26:00,192.168.1.1,8.8.4.4,DNS,53,11080,21,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:27:00,192.168.1.10,192.168.1.100,RTSP,554,182436,138,60,outbound,normal
Router_01,Router,2024-01-15 06:27:00,192.168.1.1,8.8.4.4,DNS,53,6628,19,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:28:00,192.168.1.10,192.168.1.100,RTSP,554,155457,165,60,outbound,normal
Router_01,Router,2024-01-15 06:28:00,192.168.1.1,8.8.8.8,DNS,53,6098,18,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:29:00,192.168.1.10,192.168.1.100,RTSP,554,168511,182,60,outbound,normal
Router_01,Router,2024-01-15 06:29:00,192.168.1.1,8.8.4.4,DNS,53,6966,9,1,outbound,normal
Access_01,AccessController,2024-01-15 06:30:00,192.168.1.20,192.168.1.50,HTTPS,443,2008,4,2,outbound,normal
Router_01,Router,2024-01-15 06:30:00,192.168.1.1,8.8.4.4,DNS,53,8560,1,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:30:00,192.168.1.10,192.168.1.100,RTSP,554,173554,143,60,outbound,normal
Router_01,Router,2024-01-15 06:31:00,192.168.1.1,8.8.8.8,DNS,53,4498,14,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:31:00,192.168.1.10,192.168.1.100,RTSP,554,177603,182,60,outbound,normal
Router_01,Router,2024-01-15 06:32:00,192.168.1.1,8.8.4.4,DNS,53,8164,13,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:32:00,192.168.1.10,192.168.1.100,RTSP,554,181195,191,60,outbound,normal
Router_01,Router,2024-01-15 06:33:00,192.168.1.1,8.8.4.4,DNS,53,4841,10,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:33:00,192.168.1.10,192.168.1.100,RTSP,554,186678,179,60,outbound,normal
Router_01,Router,2024-01-15 06:34:00,192.168.1.1,8.8.4.4,DNS,53,8782,17,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:34:00,192.168.1.10,192.168.1.100,RTSP,554,168596,136,60,outbound,normal
Router_01,Router,2024-01-15 06:35:00,192.168.1.1,8.8.4.4,DNS,53,7967,20,1,outbound,normal
Access_01,AccessController,2024-01-15 06:35:00,192.168.1.20,192.168.1.50,HTTPS,443,1447,3,2,outbound,normal
CCTV_01,CCTV,2024-01-15 06:35:00,192.168.1.10,192.168.1.100,RTSP,554,178592,174,60,outbound,normal
CCTV_01,CCTV,2024-01-15 06:36:00,192.168.1.10,192.168.1.100,RTSP,554,175431,144,60,outbound,normal
Router_01,Router,2024-01-15 06:36:00,192.168.1.1,8.8.4.4,DNS,53,8794,11,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:37:00,192.168.1.10,192.168.1.100,RTSP,554,148378,191,60,outbound,normal
Router_01,Router,2024-01-15 06:37:00,192.168.1.1,8.8.8.8,DNS,53,7438,7,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:38:00,192.168.1.10,192.168.1.100,RTSP,554,169208,183,60,outbound,normal
Router_01,Router,2024-01-15 06:38:00,192.168.1.1,8.8.4.4,DNS,53,7783,20,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:39:00,192.168.1.10,192.168.1.100,RTSP,554,170566,170,60,outbound,normal
Router_01,Router,2024-01-15 06:39:00,192.168.1.1,8.8.8.8,DNS,53,9370,22,1,outbound,normal
Access_01,AccessController,2024-01-15 06:40:00,192.168.1.20,192.168.1.50,HTTPS,443,1504,4,2,outbound,normal
Router_01,Router,2024-01-15 06:40:00,192.168.1.1,8.8.8.8,DNS,53,7394,21,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:40:00,192.168.1.10,192.168.1.100,RTSP,554,188765,159,60,outbound,normal
CCTV_01,CCTV,2024-01-15 06:41:00,192.168.1.10,192.168.1.100,RTSP,554,171922,160,60,outbound,normal
Router_01,Router,2024-01-15 06:41:00,192.168.1.1,8.8.4.4,DNS,53,7613,22,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:42:00,192.168.1.10,192.168.1.100,RTSP,554,161310,163,60,outbound,normal
Router_01,Router,2024-01-15 06:42:00,192.168.1.1,8.8.4.4,DNS,53,7956,18,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:43:00,192.168.1.10,192.168.1.100,RTSP,554,174442,160,60,outbound,normal
Router_01,Router,2024-01-15 06:43:00,192.168.1.1,8.8.8.8,DNS,53,10950,14,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:44:00,192.168.1.10,192.168.1.100,RTSP,554,195115,152,60,outbound,normal
Router_01,Router,2024-01-15 06:44:00,192.168.1.1,8.8.8.8,DNS,53,8436,21,1,outbound,normal
Access_01,AccessController,2024-01-15 06:45:00,192.168.1.20,192.168.1.50,HTTPS,443,2975,5,2,outbound,normal
CCTV_01,CCTV,2024-01-15 06:45:00,192.168.1.10,192.168.1.100,RTSP,554,166262,161,60,outbound,normal
Router_01,Router,2024-01-15 06:45:00,192.168.1.1,8.8.4.4,DNS,53,7733,8,1,outbound,normal
Router_01,Router,2024-01-15 06:46:00,192.168.1.1,8.8.8.8,DNS,53,12286,12,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:46:00,192.168.1.10,192.168.1.100,RTSP,554,198939,173,60,outbound,normal
Router_01,Router,2024-01-15 06:47:00,192.168.1.1,8.8.8.8,DNS,53,8317,20,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:47:00,192.168.1.10,192.168.1.100,RTSP,554,190636,140,60,outbound,normal
Router_01,Router,2024-01-15 06:48:00,192.168.1.1,8.8.8.8,DNS,53,6783,9,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:48:00,192.168.1.10,192.168.1.100,RTSP,554,175341,187,60,outbound,normal
CCTV_01,CCTV,2024-01-15 06:49:00,192.168.1.10,192.168.1.100,RTSP,554,171645,191,60,outbound,normal
Router_01,Router,2024-01-15 06:49:00,192.168.1.1,8.8.8.8,DNS,53,8507,6,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:50:00,192.168.1.10,192.168.1.100,RTSP,554,159654,198,60,outbound,normal
Access_01,AccessController,2024-01-15 06:50:00,192.168.1.20,192.168.1.50,HTTPS,443,2591,6,2,outbound,normal
Router_01,Router,2024-01-15 06:50:00,192.168.1.1,8.8.8.8,DNS,53,7424,16,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:51:00,192.168.1.10,192.168.1.100,RTSP,554,215977,162,60,outbound,normal
Router_01,Router,2024-01-15 06:51:00,192.168.1.1,8.8.8.8,DNS,53,7460,7,1,outbound,normal
Router_01,Router,2024-01-15 06:52:00,192.168.1.1,8.8.4.4,DNS,53,11188,15,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:52:00,192.168.1.10,192.168.1.100,RTSP,554,161089,199,60,outbound,normal
CCTV_01,CCTV,2024-01-15 06:53:00,192.168.1.10,192.168.1.100,RTSP,554,201591,159,60,outbound,normal
Router_01,Router,2024-01-15 06:53:00,192.168.1.1,8.8.8.8,DNS,53,10862,13,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:54:00,192.168.1.10,192.168.1.100,RTSP,554,161596,164,60,outbound,normal
Router_01,Router,2024-01-15 06:54:00,192.168.1.1,8.8.4.4,DNS,53,6239,16,1,outbound,normal
Router_01,Router,2024-01-15 06:55:00,192.168.1.1,8.8.4.4,DNS,53,7568,9,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:55:00,192.168.1.10,192.168.1.100,RTSP,554,143110,151,60,outbound,normal
Access_01,AccessController,2024-01-15 06:55:00,192.168.1.20,192.168.1.50,HTTPS,443,2556,1,2,outbound,normal
CCTV_01,CCTV,2024-01-15 06:56:00,192.168.1.10,192.168.1.100,RTSP,554,149917,154,60,outbound,normal
Router_01,Router,2024-01-15 06:56:00,192.168.1.1,8.8.8.8,DNS,53,10939,11,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:57:00,192.168.1.10,192.168.1.100,RTSP,554,169306,174,60,outbound,normal
Router_01,Router,2024-01-15 06:57:00,192.168.1.1,8.8.4.4,DNS,53,4319,21,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:58:00,192.168.1.10,192.168.1.100,RTSP,554,201010,150,60,outbound,normal
Router_01,Router,2024-01-15 06:58:00,192.168.1.1,8.8.4.4,DNS,53,6991,11,1,outbound,normal
Router_01,Router,2024-01-15 06:59:00,192.168.1.1,8.8.4.4,DNS,53,4469,23,1,outbound,normal
CCTV_01,CCTV,2024-01-15 06:59:00,192.168.1.10,192.168.1.100,RTSP,554,189686,165,60,outbound,normal
Access_01,AccessController,2024-01-15 07:00:00,192.168.1.20,192.168.1.50,HTTPS,443,1847,7,2,outbound,normal
CCTV_01,CCTV,2024-01-15 07:00:00,192.168.1.10,192.168.1.100,RTSP,554,169010,183,60,outbound,normal
Router_01,Router,2024-01-15 07:00:00,192.168.1.1,8.8.8.8,DNS,53,5421,15,1,outbound,normal
CCTV_01,CCTV,2024-01-15 07:01:00,192.168.1.10,192.168.1.100,RTSP,554,147545,177,60,outbound,normal
Router_01,Router,2024-01-15 07:01:00,192.168.1.1,8.8.8.8,DNS,53,9825,17,1,outbound,normal
CCTV_01,CCTV,2024-01-15 07:02:00,192.168.1.10,192.168.1.100,RTSP,554,173329,179,60,outbound,normal
Router_01,Router,2024-01-15 07:02:00,192.168.1.1,8.8.8.8,DNS,53,7880,6,1,outbound,normal
Router_01,Router,2024-01-15 07:03:00,192.168.1.1,8.8.8.8,DNS,53,6380,15,1,outbound,normal
CCTV_01,CCTV,2024-01-15 07:03:00,192.168.1.10,192.168.1.100,RTSP,554,175783,219,60,outbound,normal
Router_01,Router,2024-01-15 07:04:00,192.168.1.1,8.8.4.4,DNS,53,6425,16,1,outbound,normal
CCTV_01,CCTV,2024-01-15 07:04:00,192.168.1.10,192.168.1.100,RTSP,554,157245,159,60,outbound,normal
CCTV_01,CCTV,2024-01-15 07:05:00,192.168.1.10,192.168.1.100,RTSP,554,157537,158,60,outbound,normal
